ID,configuration,n,accuracy,precision,recall,f1,roc_auc,pr_auc,ece,brier,mae,rmse,r2
A,pathology_only,148,0.5945945945945946,0.0,0.0,0.0,0.4759469696969697,0.4146312853708405,0.03468011460594231,0.241530256813138,1.144333354927398,1.4525766266210784,-0.06360782999187164
B,transformer,148,0.9527027027027027,0.9076923076923077,0.9833333333333333,0.944,0.9922348484848486,0.9874093045017479,0.03218474298262517,0.0340767652439539,0.40806621876922816,0.5816839219280079,0.8294398606577823
C,r50_attention_transformer_fixed,148,0.7364864864864865,0.8888888888888888,0.4,0.5517241379310345,0.9604166666666667,0.9189131584514991,0.2224587023107184,0.1313079904117148,0.40806621876922816,0.5816839219280079,0.8294398606577823
D,fusion_concat_mlp,148,0.9594594594594594,0.921875,0.9833333333333333,0.9516129032258065,0.9929924242424242,0.9891066490563291,0.03735550292893439,0.031334905868937786,0.40981369606546453,0.578966078798142,0.8310299776728065
E,r18_bilstm_fixed,148,0.9527027027027027,1.0,0.8833333333333333,0.9380530973451328,1.0,1.0,0.2565958729466877,0.09064547031533027,0.22780049390889504,0.3204899712020154,0.9482235451675209
F,r50_transformer_fixed,148,0.9121621621621622,0.9607843137254902,0.8166666666666667,0.8828828828828829,0.9835227272727273,0.9706428049119659,0.22975342318012906,0.11006482601897022,0.40806621876922816,0.5816839219280079,0.8294398606577823
G,fusion_gated,148,0.9594594594594594,0.921875,0.9833333333333333,0.9516129032258065,0.993371212121212,0.9894243890616187,0.03406971749044149,0.031421504183692085,0.39023953082190976,0.5661662942544667,0.83841857118472
H,G with MC mean prediction; OOD annotations added subsequently,148,0.9594594594594594,0.921875,0.9833333333333333,0.9516129032258065,0.9937499999999999,0.9902182649405767,0.03215691826079746,0.03144144655025608,0.39023953082190976,0.5661662942544667,0.83841857118472
